id,createTime,modifyTime,tags,countryType,continents,provinceId,provinceName,provinceShortName,cityName,currentConfirmedCount,confirmedCount,suspectedCount,curedCount,deadCount,comment,sort,operator,locationId,countryShortCode
996379,1583978783000,1583978783000,确诊 9 例，疑似 4 例,1,,34,安徽省,安徽,,0,990,0,984,6,,7,xinyingxu,340000,
996383,1583978783000,1583978783000,确诊 7 例,1,,36,江西省,江西,,0,935,0,934,1,,17,xinyingxu,360000,
996392,1583978783000,1583978783000,确诊 2 例,1,,67,澳门,澳门,,0,10,0,10,0,,23,xinyingxu,820000,
996394,1583978783000,1583978783000,确诊 5 例 疑似 2 例,1,,35,福建省,福建,,0,296,0,295,1,,12,xinyingxu,350000,
996400,1583978783000,1583978783000,确诊 2 例 ,1,,65,新疆维吾尔自治区,新疆,,0,76,0,73,3,,24,xinyingxu,650000,
996401,1583978783000,1583978783000,,1,,63,青海省,青海,,0,18,0,18,0,,40,xinyingxu,630000,
996416,1583978783000,1583978783000,,1,,54,西藏自治区,西藏,,0,1,0,1,0,,0,xinyingxu,540000,
996382,1583978783000,1583978783000,确诊 1 例,1,,22,吉林省,吉林,,1,93,0,91,1,,29,xinyingxu,220000,
996384,1583978783000,1583978783000,确诊 4 例,1,,12,天津市,天津,,1,136,0,132,3,部分治愈或死亡病例省级卫健委未明确其市区归属，归入待明确地区。,16,xinyingxu,120000,
996373,1583978783000,1583978783000,确诊 2 例,1,,53,云南省,云南,,2,174,0,170,2,,26,xinyingxu,530000,
996385,1583978783000,1583978783000,确诊 5 例,1,,41,河南省,河南,,2,1273,0,1249,22,,14,xinyingxu,410000,
996393,1583978783000,1583978783000,确诊 1 例,1,,14,山西省,山西,,2,133,0,131,0,,28,xinyingxu,140000,
996380,1583978783000,1583978783000,确诊 5 例，疑似 32 例,1,,46,海南省,海南,,3,168,0,159,6,,15,xinyingxu,460000,
996381,1583978783000,1583978783000,确诊 1 例,1,,64,宁夏回族自治区,宁夏,,3,75,0,72,0,,31,xinyingxu,640000,
996396,1583978783000,1583978783000,确诊 5 例,1,,32,江苏省,江苏,,3,631,0,628,0,,13,xinyingxu,320000,
996398,1583978783000,1583978783000,疑似 1 例,1,,15,内蒙古自治区,内蒙古,,3,75,0,71,1,,32,xinyingxu,150000,
996395,1583978783000,1583978783000,确诊 1 例，死亡 1 例,1,,13,河北省,河北,,5,318,0,307,6,,30,xinyingxu,130000,
996378,1583978783000,1583978783000,确诊 3 例,1,,52,贵州省,贵州,,7,146,0,137,2,,19,xinyingxu,520000,
996375,1583978783000,1583978783000,确诊 5 例,1,,45,广西壮族自治区,广西,,9,252,0,241,2,,11,xinyingxu,450000,
996397,1583978783000,1583978783000,确诊 5 例 疑似 1 例,1,,61,陕西省,陕西,,11,245,0,232,2,,18,xinyingxu,610000,
996391,1583978783000,1583978783000,确诊 3 例,1,,21,辽宁省,辽宁,,13,125,0,111,1,,20,xinyingxu,210000,
996386,1583978783000,1583978783000,确诊 9 例,1,,50,重庆市,重庆,,16,576,0,554,6,,8,xinyingxu,500000,
996390,1583978783000,1583978783000,确诊 24 例,1,,43,湖南省,湖南,,16,1018,0,998,4,,6,xinyingxu,430000,
996377,1583978783000,1583978783000,确诊 27 例,1,,33,浙江省,浙江,,17,1215,0,1197,1,丽水：确诊病例含 8 例境外输入病例；湖州：确诊病例含 2例境外输入病例。浙江：累计治愈病例不含外省治愈病例 12 例（杭州市）。,3,xinyingxu,330000,
996374,1583978783000,1583978783000,确诊 16 例，疑似 22 例,1,,31,上海市,上海,,21,344,0,320,3,部分治愈或死亡病例省级卫健委未明确其市区归属，归入待明确地区。,5,xinyingxu,310000,
996376,1583978783000,1583978783000,确诊 6 例， 疑似 2 例,1,,37,山东省,山东,,21,760,0,733,6,,10,xinyingxu,370000,
996389,1583978783000,1583978783000,确诊 2 例,1,,23,黑龙江省,黑龙江,,29,482,0,440,13,,22,xinyingxu,230000,
996387,1583978783000,1583978783000,确诊 1 例,1,,68,台湾,台湾,,30,48,0,17,1,,27,xinyingxu,710000,
996399,1583978783000,1583978783000,确诊 2 例,1,,62,甘肃省,甘肃,,37,127,0,88,2,,25,xinyingxu,620000,
996372,1583978783000,1583978783000,确诊 8 例，疑似 2 例,1,,51,四川省,四川,,42,539,0,494,3,,9,xinyingxu,510000,
996388,1583978783000,1583978783000,确诊 2 例 疑似 65 例,1,,66,香港,香港,,59,129,0,67,3,,21,xinyingxu,810000,
996371,1583978783000,1583978783000,确诊 32 例，疑似 1 例，治愈 2 例,1,,44,广东省,广东,,60,1356,0,1288,8,深圳：确诊病例含3例境外输入病例；东莞：确诊病例含1例境外输入病例；中山：确诊病例含2例境外输入病例,2,xinyingxu,440000,
996370,1583978783000,1583978783000,确诊 22 例 ,1,,11,北京市,北京,,93,435,0,334,8,北京卫健委未明确大部分治愈与死亡病例的分区归属，因此北京市下辖分区的现存确诊暂无法获取。,4,xinyingxu,110000,
996369,1583978783000,1583978783000,确诊 444 例，疑似病例数待确认，治愈 28 例，死亡 17 例,1,,42,湖北省,湖北,,14427,67781,0,50298,3056,,1,xinyingxu,420000,
