id,createTime,modifyTime,tags,countryType,continents,provinceId,provinceName,provinceShortName,cityName,currentConfirmedCount,confirmedCount,suspectedCount,curedCount,deadCount,comment,sort,operator,locationId,countryShortCode
636569,1582947135000,1582947135000,,1,,63,青海省,青海,,0,18,0,18,0,,40,liyilin,630000,
636584,1582947135000,1582947135000,,1,,54,西藏自治区,西藏,,0,1,0,1,0,,0,liyilin,540000,
636560,1582947135000,1582947135000,确诊 2 例,1,,67,澳门,澳门,,2,10,0,8,0,,23,liyilin,820000,
636549,1582947135000,1582947135000,确诊 1 例,1,,64,宁夏回族自治区,宁夏,,5,73,0,68,0,,31,liyilin,640000,
636567,1582947135000,1582947135000,确诊 2 例,1,,62,甘肃省,甘肃,,7,91,0,82,2,,25,liyilin,620000,
636541,1582947135000,1582947135000,确诊 2 例,1,,53,云南省,云南,,16,174,0,156,2,,26,liyilin,530000,
636550,1582947135000,1582947135000,确诊 1 例,1,,22,吉林省,吉林,,19,93,0,73,1,,29,liyilin,220000,
636561,1582947135000,1582947135000,确诊 1 例,1,,14,山西省,山西,,21,133,0,112,0,,28,liyilin,140000,
636568,1582947135000,1582947135000,确诊 2 例 ,1,,65,新疆维吾尔自治区,新疆,,21,76,0,52,3,,24,liyilin,650000,
636555,1582947135000,1582947135000,确诊 1 例,1,,68,台湾,台湾,,24,34,0,9,1,,27,liyilin,710000,
636548,1582947135000,1582947135000,确诊 5 例，疑似 32 例,1,,46,海南省,海南,,27,168,0,136,5,,15,liyilin,460000,
636559,1582947135000,1582947135000,确诊 3 例,1,,21,辽宁省,辽宁,,27,121,0,93,1,,20,liyilin,210000,
636552,1582947135000,1582947135000,确诊 4 例,1,,12,天津市,天津,,28,136,0,105,3,,16,liyilin,120000,
636566,1582947135000,1582947135000,疑似 1 例,1,,15,内蒙古自治区,内蒙古,,29,75,0,46,0,,32,liyilin,150000,
636546,1582947135000,1582947135000,确诊 3 例,1,,52,贵州省,贵州,,32,146,0,112,2,,19,liyilin,520000,
636563,1582947135000,1582947135000,确诊 1 例，死亡 1 例,1,,13,河北省,河北,,35,318,0,277,6,,30,liyilin,130000,
636565,1582947135000,1582947135000,确诊 5 例 疑似 1 例,1,,61,陕西省,陕西,,44,245,0,200,1,部分治愈病例省级卫健委未明确市区归属。因此省份现存确诊≠下辖市区现存确诊之和。,18,liyilin,610000,
636562,1582947135000,1582947135000,确诊 5 例 疑似 2 例,1,,35,福建省,福建,,54,296,0,241,1,部分治愈病例省级卫健委未明确市区归属。因此省份现存确诊≠下辖市区现存确诊之和。,12,liyilin,350000,
636542,1582947135000,1582947135000,确诊 16 例，疑似 22 例,1,,31,上海市,上海,,55,337,0,279,3,部分死亡病例省级卫健委未明确市区归属。因此上海市现存确诊≠下辖分区现存确诊之和。,5,liyilin,310000,
636556,1582947135000,1582947135000,确诊 2 例 疑似 65 例,1,,66,香港,香港,,62,94,0,30,2,,21,liyilin,810000,
636543,1582947135000,1582947135000,确诊 5 例,1,,45,广西壮族自治区,广西,,78,252,0,172,2,,11,liyilin,450000,
636553,1582947135000,1582947135000,确诊 5 例,1,,41,河南省,河南,,90,1272,0,1161,21,部分治愈和死亡病例省级卫健委未明确市区归属。因此省份现存确诊≠下辖市区现存确诊之和。,14,liyilin,410000,
636564,1582947135000,1582947135000,确诊 5 例,1,,32,江苏省,江苏,,112,631,0,519,0,,13,liyilin,320000,
636551,1582947135000,1582947135000,确诊 7 例,1,,36,江西省,江西,,123,935,0,811,1,,17,liyilin,360000,
636538,1582947135000,1582947135000,确诊 22 例 ,1,,11,北京市,北京,,132,411,0,271,8,部分治愈和死亡病例省级卫健委未明确市区归属。因此省份现存确诊≠下辖市区现存确诊之和。,4,liyilin,110000,
636547,1582947135000,1582947135000,确诊 9 例，疑似 4 例,1,,34,安徽省,安徽,,142,990,0,842,6,,7,liyilin,340000,
636554,1582947135000,1582947135000,确诊 9 例,1,,50,重庆市,重庆,,148,576,0,422,6,,8,liyilin,500000,
636557,1582947135000,1582947135000,确诊 2 例,1,,23,黑龙江省,黑龙江,,172,480,0,295,13,,22,liyilin,230000,
636558,1582947135000,1582947135000,确诊 24 例,1,,43,湖南省,湖南,,173,1018,0,841,4,,6,liyilin,430000,
636540,1582947135000,1582947135000,确诊 8 例，疑似 2 例,1,,51,四川省,四川,,185,538,0,350,3,,9,liyilin,510000,
636545,1582947135000,1582947135000,确诊 27 例,1,,33,浙江省,浙江,,217,1205,0,987,1,,3,liyilin,330000,
636544,1582947135000,1582947135000,确诊 6 例， 疑似 2 例,1,,37,山东省,山东,,339,756,0,411,6,,10,liyilin,370000,
636539,1582947135000,1582947135000,确诊 32 例，疑似 1 例，治愈 2 例,1,,44,广东省,广东,,370,1349,0,972,7,部分治愈病例省级卫健委未明确市区归属。因此省份现存确诊≠下辖市区现存确诊之和。,2,liyilin,440000,
636537,1582947135000,1582947135000,确诊 444 例，疑似病例数待确认，治愈 28 例，死亡 17 例,1,,42,湖北省,湖北,,34715,66337,0,28895,2727,,1,liyilin,420000,
