id,createTime,modifyTime,tags,countryType,continents,provinceId,provinceName,provinceShortName,cityName,currentConfirmedCount,confirmedCount,suspectedCount,curedCount,deadCount,comment,sort,operator,locationId
363575,1582252046000,1582252046000,,1,,54,西藏自治区,西藏,,0,1,0,1,0,,0,wangjinyuan,540000
363560,1582252046000,1582252046000,,1,,63,青海省,青海,,2,18,0,16,0,,40,wangjinyuan,630000
363551,1582252046000,1582252046000,确诊 2 例,1,,67,澳门,澳门,,4,10,0,6,0,,23,wangjinyuan,820000
363558,1582252046000,1582252046000,确诊 2 例,1,,62,甘肃省,甘肃,,18,91,0,71,2,,25,wangjinyuan,620000
363546,1582252046000,1582252046000,确诊 1 例,1,,68,台湾,台湾,,21,24,0,2,1,,27,wangjinyuan,710000
363540,1582252046000,1582252046000,确诊 1 例,1,,64,宁夏回族自治区,宁夏,,27,71,0,44,0,,31,wangjinyuan,640000
363541,1582252046000,1582252046000,确诊 1 例,1,,22,吉林省,吉林,,46,91,0,44,1,,29,wangjinyuan,220000
363559,1582252046000,1582252046000,确诊 2 例 ,1,,65,新疆维吾尔自治区,新疆,,53,76,0,22,1,,24,wangjinyuan,650000
363552,1582252046000,1582252046000,确诊 1 例,1,,14,山西省,山西,,56,132,0,76,0,,28,wangjinyuan,140000
363550,1582252046000,1582252046000,确诊 3 例,1,,21,辽宁省,辽宁,,59,121,0,61,1,,20,wangjinyuan,210000
363557,1582252046000,1582252046000,疑似 1 例,1,,15,内蒙古自治区,内蒙古,,59,75,0,16,0,,32,wangjinyuan,150000
363547,1582252046000,1582252046000,确诊 2 例 疑似 65 例,1,,66,香港,香港,,60,68,0,6,2,,21,wangjinyuan,810000
363537,1582252046000,1582252046000,确诊 3 例,1,,52,贵州省,贵州,,68,146,0,76,2,,19,wangjinyuan,520000
363543,1582252046000,1582252046000,确诊 4 例,1,,12,天津市,天津,,69,131,0,59,3,,16,wangjinyuan,120000
363539,1582252046000,1582252046000,确诊 5 例，疑似 32 例,1,,46,海南省,海南,,75,168,0,89,4,,15,wangjinyuan,460000
363532,1582252046000,1582252046000,确诊 2 例,1,,53,云南省,云南,,93,174,0,79,2,,26,wangjinyuan,530000
363556,1582252046000,1582252046000,确诊 5 例 疑似 1 例,1,,61,陕西省,陕西,,127,245,0,117,1,,18,wangjinyuan,610000
363533,1582252046000,1582252046000,确诊 16 例，疑似 22 例,1,,31,上海市,上海,,133,334,0,199,2,未知治愈数据统一归属上海市公卫临床中心，暂无具体分区,5,wangjinyuan,310000
363554,1582252046000,1582252046000,确诊 1 例，死亡 1 例,1,,13,河北省,河北,,133,308,0,170,5,,30,wangjinyuan,130000
363534,1582252046000,1582252046000,确诊 5 例,1,,45,广西壮族自治区,广西,,149,246,0,95,2,,11,wangjinyuan,450000
363553,1582252046000,1582252046000,确诊 5 例 疑似 2 例,1,,35,福建省,福建,,158,293,0,134,1,,12,wangjinyuan,350000
363529,1582252046000,1582252046000,确诊 22 例 ,1,,11,北京市,北京,,223,396,0,169,4,,4,wangjinyuan,110000
363545,1582252046000,1582252046000,确诊 9 例,1,,50,重庆市,重庆,,262,567,0,299,6,,8,wangjinyuan,500000
363555,1582252046000,1582252046000,确诊 5 例,1,,32,江苏省,江苏,,279,631,0,352,0,,13,wangjinyuan,320000
363531,1582252046000,1582252046000,确诊 8 例，疑似 2 例,1,,51,四川省,四川,,300,525,0,222,3,,9,wangjinyuan,510000
363548,1582252046000,1582252046000,确诊 2 例,1,,23,黑龙江省,黑龙江,,326,479,0,141,12,,22,wangjinyuan,230000
363549,1582252046000,1582252046000,确诊 24 例,1,,43,湖南省,湖南,,369,1011,0,638,4,,6,wangjinyuan,430000
363542,1582252046000,1582252046000,确诊 7 例,1,,36,江西省,江西,,444,934,0,489,1,,17,wangjinyuan,360000
363535,1582252046000,1582252046000,确诊 6 例， 疑似 2 例,1,,37,山东省,山东,,474,748,0,270,4,,10,wangjinyuan,370000
363538,1582252046000,1582252046000,确诊 9 例，疑似 4 例,1,,34,安徽省,安徽,,482,988,0,500,6,,7,wangjinyuan,340000
363544,1582252046000,1582252046000,确诊 5 例,1,,41,河南省,河南,,531,1267,0,717,19,参考卫健委统计口径，部分县区与地级市合并,14,wangjinyuan,410000
363536,1582252046000,1582252046000,确诊 27 例,1,,33,浙江省,浙江,,555,1203,0,647,1,,3,wangjinyuan,330000
363530,1582252046000,1582252046000,确诊 32 例，疑似 1 例，治愈 2 例,1,,44,广东省,广东,,664,1333,0,664,5,,2,wangjinyuan,440000
363528,1582252046000,1582252046000,确诊 444 例，疑似病例数待确认，治愈 28 例，死亡 17 例,1,,42,湖北省,湖北,,48510,62442,0,11788,2144,,1,wangjinyuan,420000
