provinceName,provinceShortName,confirmedCount_sum,suspectedCount_sum,curedCount_sum,deadCount_sum,comment,cityName,confirmedCount,suspectedCount,curedCount,deadCount
湖北省,湖北,5806,0,116,204,待明确地区：治愈 30,武汉,2639,0,75,159
湖北省,湖北,5806,0,116,204,待明确地区：治愈 30,黄冈,573,0,6,12
湖北省,湖北,5806,0,116,204,待明确地区：治愈 30,孝感,541,0,2,9
湖北省,湖北,5806,0,116,204,待明确地区：治愈 30,襄阳,286,0,0,0
湖北省,湖北,5806,0,116,204,待明确地区：治愈 30,随州,228,0,0,0
湖北省,湖北,5806,0,116,204,待明确地区：治愈 30,荆门,227,0,0,5
湖北省,湖北,5806,0,116,204,待明确地区：治愈 30,荆州,221,0,1,3
湖北省,湖北,5806,0,116,204,待明确地区：治愈 30,鄂州,189,0,0,6
湖北省,湖北,5806,0,116,204,待明确地区：治愈 30,黄石,168,0,0,1
湖北省,湖北,5806,0,116,204,待明确地区：治愈 30,宜昌,167,0,0,1
湖北省,湖北,5806,0,116,204,待明确地区：治愈 30,咸宁,166,0,0,0
湖北省,湖北,5806,0,116,204,待明确地区：治愈 30,十堰,150,0,0,0
湖北省,湖北,5806,0,116,204,待明确地区：治愈 30,仙桃,90,0,0,1
湖北省,湖北,5806,0,116,204,待明确地区：治愈 30,恩施州,75,0,0,0
湖北省,湖北,5806,0,116,204,待明确地区：治愈 30,天门,67,0,0,6
湖北省,湖北,5806,0,116,204,待明确地区：治愈 30,潜江,12,0,0,1
湖北省,湖北,5806,0,116,204,待明确地区：治愈 30,神农架林区,7,0,2,0
浙江省,浙江,537,0,9,0,,温州,227,0,7,0
浙江省,浙江,537,0,9,0,,杭州,85,0,0,0
浙江省,浙江,537,0,9,0,,台州,81,0,0,0
浙江省,浙江,537,0,9,0,,宁波,46,0,0,0
浙江省,浙江,537,0,9,0,,金华,27,0,0,0
浙江省,浙江,537,0,9,0,,绍兴,23,0,0,0
浙江省,浙江,537,0,9,0,,嘉兴,16,0,0,0
浙江省,浙江,537,0,9,0,,衢州,12,0,0,0
浙江省,浙江,537,0,9,0,,舟山,7,0,1,0
浙江省,浙江,537,0,9,0,,丽水,7,0,1,0
