id,createTime,modifyTime,tags,countryType,continents,provinceId,provinceName,provinceShortName,cityName,confirmedCount,suspectedCount,curedCount,deadCount,comment,sort,operator,locationId
1392,1580256888000,1580341773000,,1,,54,西藏自治区,西藏,,1,0,0,0,,0,zhuotingting,540000
30,1579663914000,1580791087000,确诊 2 例,1,,67,澳门,澳门,,10,0,0,0,,23,zyyun,820000
24,1579617167000,1580827748000,确诊 1 例,1,,68,台湾,台湾,,11,0,0,0,,27,huanshi,710000
182,1579860584000,1580955107000,,1,,63,青海省,青海,,18,0,3,0,,40,xuyt,630000
25,1579617215000,1580908072000,确诊 2 例 疑似 65 例,1,,66,香港,香港,,21,0,0,1,,21,huanshi,810000
38,1579774516000,1580951388000,确诊 2 例 ,1,,65,新疆维吾尔自治区,新疆,,36,0,0,0,,24,lvdong,650000
16,1579598101000,1580953022000,确诊 1 例,1,,64,宁夏回族自治区,宁夏,,40,0,1,0,,31,zyyun,640000
36,1579754908000,1580955528000,疑似 1 例,1,,15,内蒙古自治区,内蒙古,,46,0,4,0,,32,huanshi,150000
17,1579598339000,1580900385000,确诊 1 例,1,,22,吉林省,吉林,,54,0,2,0,,29,zyyun,220000
37,1579757757000,1580919699000,确诊 2 例,1,,62,甘肃省,甘肃,,62,0,6,0,,25,huanshi,620000
12,1579588572000,1580905601000,确诊 3 例,1,,52,贵州省,贵州,,64,0,9,1,,19,caoyang,520000
20,1579604600000,1580874012000,确诊 4 例,1,,12,天津市,天津,,69,0,2,1,待明确地区 : 治愈 1,16,zyyun,120000
29,1579656427000,1580915983000,确诊 3 例,1,,21,辽宁省,辽宁,,89,0,4,0,,20,caoyang,210000
31,1579682845000,1580957542000,确诊 1 例,1,,14,山西省,山西,,90,0,6,0,,28,lvdong,140000
15,1579598057000,1580955671000,确诊 5 例，疑似 32 例,1,,46,海南省,海南,,100,0,5,1,,15,zyyun,460000
5,1579542213000,1580944982000,确诊 2 例,1,,53,云南省,云南,,128,0,5,0,,26,zhanglifeng,530000
33,1579705215000,1580948303000,确诊 1 例，死亡 1 例,1,,13,河北省,河北,,157,0,7,1,,30,dongyang,130000
7,1579542254000,1580949861000,确诊 5 例,1,,45,广西壮族自治区,广西,,168,0,13,0,,11,zhanglifeng,450000
35,1579745445000,1580955941000,确诊 5 例 疑似 1 例,1,,61,陕西省,陕西,,173,0,6,0,,18,zyyun,610000
32,1579688286000,1580905535000,确诊 5 例 疑似 2 例,1,,35,福建省,福建,,205,0,11,0,,12,dengyuguo,350000
26,1579621178000,1580953564000,确诊 2 例,1,,23,黑龙江省,黑龙江,,227,0,7,3,待明确为：黑龙江省传染病防治院治愈患者2 例,22,huanshi,230000
2,1579542158000,1580881178000,确诊 22 例 ,1,,11,北京市,北京,,253,0,24,1,,4,zhanglifeng,110000
6,1579542231000,1580953973000,确诊 16 例，疑似 22 例,1,,31,上海市,上海,,254,0,15,1,,5,zhanglifeng,310000
4,1579542193000,1580952285000,确诊 8 例，疑似 2 例,1,,51,四川省,四川,,321,0,27,1,,9,zhanglifeng,510000
8,1579542291000,1580956018000,确诊 6 例， 疑似 2 例,1,,37,山东省,山东,,343,0,21,0,,10,zhanglifeng,370000
34,1579709672000,1580955907000,确诊 5 例,1,,32,江苏省,江苏,,373,0,29,0,,13,huanshi,320000
22,1579612635000,1580945578000,确诊 9 例,1,,50,重庆市,重庆,,389,0,15,2,,8,huanshi,500000
14,1579598038000,1580950777000,确诊 9 例，疑似 4 例,1,,34,安徽省,安徽,,591,0,23,0,,7,zyyun,340000
18,1579598380000,1580955744000,确诊 7 例,1,,36,江西省,江西,,600,0,37,0,,17,zyyun,360000
27,1579623404000,1580951134000,确诊 24 例,1,,43,湖南省,湖南,,711,0,56,0,,6,huanshi,430000
21,1579607817000,1580953422000,确诊 5 例,1,,41,河南省,河南,,851,0,54,2,参考卫健委统计口径，部分县区与地级市合并,14,huanshi,410000
3,1579542174000,1580952503000,确诊 32 例，疑似 1 例，治愈 2 例,1,,44,广东省,广东,,944,0,49,0,,2,zhanglifeng,440000
10,1579546399000,1580953387000,确诊 27 例,1,,33,浙江省,浙江,,954,0,81,0,,3,heyanan,330000
1,1579538652000,1580943881000,确诊 444 例，疑似病例数待确认，治愈 28 例，死亡 17 例,1,,42,湖北省,湖北,,19665,0,633,549,,1,zhanglifeng,420000
