provinceName,provinceShortName,confirmedCount_sum,suspectedCount_sum,curedCount_sum,deadCount_sum,comment,cityName,confirmedCount,suspectedCount,curedCount,deadCount
湖北省,湖北,7153,0,166,249,待明确地区：治愈 47,武汉,3215,0,106,192
湖北省,湖北,7153,0,166,249,待明确地区：治愈 47,黄冈,726,0,17,14
湖北省,湖北,7153,0,166,249,待明确地区：治愈 47,孝感,628,0,2,12
湖北省,湖北,7153,0,166,249,待明确地区：治愈 47,襄阳,347,0,0,0
湖北省,湖北,7153,0,166,249,待明确地区：治愈 47,随州,304,0,0,1
湖北省,湖北,7153,0,166,249,待明确地区：治愈 47,荆州,287,0,0,4
湖北省,湖北,7153,0,166,249,待明确地区：治愈 47,宜昌,276,0,0,1
湖北省,湖北,7153,0,166,249,待明确地区：治愈 47,荆门,251,0,1,5
湖北省,湖北,7153,0,166,249,待明确地区：治愈 47,鄂州,227,0,0,9
湖北省,湖北,7153,0,166,249,待明确地区：治愈 47,黄石,209,0,0,2
湖北省,湖北,7153,0,166,249,待明确地区：治愈 47,咸宁,206,0,1,0
湖北省,湖北,7153,0,166,249,待明确地区：治愈 47,十堰,177,0,0,0
湖北省,湖北,7153,0,166,249,待明确地区：治愈 47,仙桃,97,0,0,1
湖北省,湖北,7153,0,166,249,待明确地区：治愈 47,恩施,87,0,0,0
湖北省,湖北,7153,0,166,249,待明确地区：治愈 47,天门,82,0,0,7
湖北省,湖北,7153,0,166,249,待明确地区：治愈 47,潜江,27,0,0,1
湖北省,湖北,7153,0,166,249,待明确地区：治愈 47,神农架林区,7,0,2,0
浙江省,浙江,599,0,15,0,,温州,241,0,8,0
浙江省,浙江,599,0,15,0,,杭州,98,0,0,0
浙江省,浙江,599,0,15,0,,台州,95,0,1,0
浙江省,浙江,599,0,15,0,,宁波,55,0,1,0
浙江省,浙江,599,0,15,0,,金华,34,0,3,0
浙江省,浙江,599,0,15,0,,绍兴,24,0,0,0
浙江省,浙江,599,0,15,0,,嘉兴,18,0,0,0
浙江省,浙江,599,0,15,0,,衢州,13,0,0,0
浙江省,浙江,599,0,15,0,,丽水,8,0,1,0
浙江省,浙江,599,0,15,0,,舟山,7,0,1,0
浙江省,浙江,599,0,15,0,,湖州,6,0,0,0
广东省,广东,520,0,10,0,,深圳,170,0,4,0
广东省,广东,520,0,10,0,,广州,137,0,1,0
广东省,广东,520,0,10,0,,珠海,38,0,1,0
广东省,广东,520,0,10,0,,佛山,38,0,1,0
广东省,广东,520,0,10,0,,东莞,21,0,0,0
广东省,广东,520,0,10,0,,惠州,20,0,1,0
广东省,广东,520,0,10,0,,中山,18,0,0,0
广东省,广东,520,0,10,0,,汕头,14,0,0,0
广东省,广东,520,0,10,0,,湛江,13,0,1,0
广东省,广东,520,0,10,0,,阳江,10,0,0,0
广东省,广东,520,0,10,0,,肇庆,6,0,0,0
广东省,广东,520,0,10,0,,清远,6,0,1,0
广东省,广东,520,0,10,0,,揭阳,6,0,0,0
广东省,广东,520,0,10,0,,梅州,5,0,0,0
广东省,广东,520,0,10,0,,韶关,4,0,0,0
广东省,广东,520,0,10,0,,汕尾,4,0,0,0
广东省,广东,520,0,10,0,,茂名,3,0,0,0
广东省,广东,520,0,10,0,,江门,3,0,0,0
广东省,广东,520,0,10,0,,潮州,3,0,0,0
广东省,广东,520,0,10,0,,河源,1,0,0,0
河南省,河南,422,0,3,2,待明确地区：治愈 1,信阳,70,0,0,0
河南省,河南,422,0,3,2,待明确地区：治愈 1,南阳,66,0,0,2
河南省,河南,422,0,3,2,待明确地区：治愈 1,郑州,56,0,1,0
河南省,河南,422,0,3,2,待明确地区：治愈 1,驻马店,40,0,0,0
河南省,河南,422,0,3,2,待明确地区：治愈 1,周口,38,0,1,0
河南省,河南,422,0,3,2,待明确地区：治愈 1,商丘,29,0,0,0
河南省,河南,422,0,3,2,待明确地区：治愈 1,安阳市,24,0,0,0
