id,createTime,modifyTime,tags,countryType,continents,provinceId,provinceName,provinceShortName,cityName,currentConfirmedCount,confirmedCount,suspectedCount,curedCount,deadCount,comment,sort,operator,locationId
329770,1582165310000,1582165310000,,1,,54,西藏自治区,西藏,,0,1,0,1,0,,0,zhangjing1,540000
329755,1582165310000,1582165310000,,1,,63,青海省,青海,,2,18,0,16,0,,40,zhangjing1,630000
329746,1582165310000,1582165310000,确诊 2 例,1,,67,澳门,澳门,,4,10,0,6,0,,23,zhangjing1,820000
329741,1582165310000,1582165310000,确诊 1 例,1,,68,台湾,台湾,,21,24,0,2,1,,27,zhangjing1,710000
329753,1582165310000,1582165310000,确诊 2 例,1,,62,甘肃省,甘肃,,24,91,0,65,2,,25,zhangjing1,620000
329735,1582165310000,1582165310000,确诊 1 例,1,,64,宁夏回族自治区,宁夏,,29,71,0,42,0,,31,zhangjing1,640000
329736,1582165310000,1582165310000,确诊 1 例,1,,22,吉林省,吉林,,50,91,0,40,1,,29,zhangjing1,220000
329754,1582165310000,1582165310000,确诊 2 例 ,1,,65,新疆维吾尔自治区,新疆,,55,76,0,20,1,,24,zhangjing1,650000
329742,1582165310000,1582165310000,确诊 2 例 疑似 65 例,1,,66,香港,香港,,58,65,0,5,2,,21,zhangjing1,810000
329745,1582165310000,1582165310000,确诊 3 例,1,,21,辽宁省,辽宁,,62,121,0,58,1,,20,zhangjing1,210000
329747,1582165310000,1582165310000,确诊 1 例,1,,14,山西省,山西,,63,131,0,68,0,,28,zhangjing1,140000
329752,1582165310000,1582165310000,疑似 1 例,1,,15,内蒙古自治区,内蒙古,,64,75,0,11,0,,32,zhangjing1,150000
329732,1582165310000,1582165310000,确诊 3 例,1,,52,贵州省,贵州,,73,146,0,71,2,,19,zhangjing1,520000
329738,1582165310000,1582165310000,确诊 4 例,1,,12,天津市,天津,,73,130,0,54,3,,16,zhangjing1,120000
329734,1582165310000,1582165310000,确诊 5 例，疑似 32 例,1,,46,海南省,海南,,80,168,0,84,4,,15,zhangjing1,460000
329727,1582165310000,1582165310000,确诊 2 例,1,,53,云南省,云南,,111,172,0,60,1,,26,zhangjing1,530000
329751,1582165310000,1582165310000,确诊 5 例 疑似 1 例,1,,61,陕西省,陕西,,139,245,0,105,1,,18,zhangjing1,610000
329728,1582165310000,1582165310000,确诊 16 例，疑似 22 例,1,,31,上海市,上海,,145,333,0,186,2,治愈数据统一归属上海市公卫临床中心，暂无具体分区,5,zhangjing1,310000
329749,1582165310000,1582165310000,确诊 1 例，死亡 1 例,1,,13,河北省,河北,,150,307,0,152,5,,30,zhangjing1,130000
329729,1582165310000,1582165310000,确诊 5 例,1,,45,广西壮族自治区,广西,,156,245,0,87,2,,11,zhangjing1,450000
329748,1582165310000,1582165310000,确诊 5 例 疑似 2 例,1,,35,福建省,福建,,180,293,0,112,1,,12,zhangjing1,350000
329724,1582165310000,1582165310000,确诊 22 例 ,1,,11,北京市,北京,,238,395,0,153,4,,4,zhangjing1,110000
329740,1582165310000,1582165310000,确诊 9 例,1,,50,重庆市,重庆,,281,560,0,274,5,,8,zhangjing1,500000
329730,1582165310000,1582165310000,确诊 6 例， 疑似 2 例,1,,37,山东省,山东,,304,546,0,238,4,,10,zhangjing1,370000
329750,1582165310000,1582165310000,确诊 5 例,1,,32,江苏省,江苏,,306,631,0,325,0,,13,zhangjing1,320000
329726,1582165310000,1582165310000,确诊 8 例，疑似 2 例,1,,51,四川省,四川,,319,520,0,198,3,,9,zhangjing1,510000
329743,1582165310000,1582165310000,确诊 2 例,1,,23,黑龙江省,黑龙江,,341,476,0,123,12,,22,zhangjing1,230000
329744,1582165310000,1582165310000,确诊 24 例,1,,43,湖南省,湖南,,428,1010,0,578,4,,6,zhangjing1,430000
329737,1582165310000,1582165310000,确诊 7 例,1,,36,江西省,江西,,501,934,0,432,1,,17,zhangjing1,360000
329733,1582165310000,1582165310000,确诊 9 例，疑似 4 例,1,,34,安徽省,安徽,,557,987,0,424,6,,7,zhangjing1,340000
329731,1582165310000,1582165310000,确诊 27 例,1,,33,浙江省,浙江,,566,1175,0,609,0,,3,zhangjing1,330000
329739,1582165310000,1582165310000,确诊 5 例,1,,41,河南省,河南,,632,1265,0,614,19,参考卫健委统计口径，部分县区与地级市合并,14,zhangjing1,410000
329725,1582165310000,1582165310000,确诊 32 例，疑似 1 例，治愈 2 例,1,,44,广东省,广东,,708,1332,0,619,5,,2,zhangjing1,440000
329723,1582165310000,1582165310000,确诊 444 例，疑似病例数待确认，治愈 28 例，死亡 17 例,1,,42,湖北省,湖北,,49665,62031,0,10337,2029,,1,zhangjing1,420000
