id,createTime,modifyTime,tags,countryType,continents,provinceId,provinceName,provinceShortName,cityName,currentConfirmedCount,confirmedCount,suspectedCount,curedCount,deadCount,comment,sort,operator,locationId
540639,1582683526000,1582683526000,,1,,63,青海省,青海,,0,18,0,18,0,,40,zhangjing1,630000
540654,1582683526000,1582683526000,,1,,54,西藏自治区,西藏,,0,1,0,1,0,,0,zhangjing1,540000
540630,1582683526000,1582683526000,确诊 2 例,1,,67,澳门,澳门,,3,10,0,7,0,,23,zhangjing1,820000
540637,1582683526000,1582683526000,确诊 2 例,1,,62,甘肃省,甘肃,,9,91,0,80,2,,25,zhangjing1,620000
540619,1582683526000,1582683526000,确诊 1 例,1,,64,宁夏回族自治区,宁夏,,10,71,0,61,0,,31,zhangjing1,640000
540625,1582683526000,1582683526000,确诊 1 例,1,,68,台湾,台湾,,25,31,0,5,1,,27,zhangjing1,710000
540620,1582683526000,1582683526000,确诊 1 例,1,,22,吉林省,吉林,,29,93,0,63,1,,29,zhangjing1,220000
540629,1582683526000,1582683526000,确诊 3 例,1,,21,辽宁省,辽宁,,32,121,0,88,1,,20,zhangjing1,210000
540631,1582683526000,1582683526000,确诊 1 例,1,,14,山西省,山西,,35,133,0,98,0,,28,zhangjing1,140000
540618,1582683526000,1582683526000,确诊 5 例，疑似 32 例,1,,46,海南省,海南,,39,168,0,124,5,,15,zhangjing1,460000
540616,1582683526000,1582683526000,确诊 3 例,1,,52,贵州省,贵州,,40,146,0,104,2,,19,zhangjing1,520000
540636,1582683526000,1582683526000,疑似 1 例,1,,15,内蒙古自治区,内蒙古,,40,75,0,35,0,,32,zhangjing1,150000
540622,1582683526000,1582683526000,确诊 4 例,1,,12,天津市,天津,,41,135,0,91,3,,16,zhangjing1,120000
540611,1582683526000,1582683526000,确诊 2 例,1,,53,云南省,云南,,43,174,0,129,2,,26,zhangjing1,530000
540638,1582683526000,1582683526000,确诊 2 例 ,1,,65,新疆维吾尔自治区,新疆,,44,76,0,30,2,,24,zhangjing1,650000
540633,1582683526000,1582683526000,确诊 1 例，死亡 1 例,1,,13,河北省,河北,,58,312,0,248,6,,30,zhangjing1,130000
540635,1582683526000,1582683526000,确诊 5 例 疑似 1 例,1,,61,陕西省,陕西,,58,245,0,186,1,,18,zhangjing1,610000
540612,1582683526000,1582683526000,确诊 16 例，疑似 22 例,1,,31,上海市,上海,,65,336,0,268,3,未知治愈数据统一归属上海市公卫临床中心，暂无具体分区,5,zhangjing1,310000
540626,1582683526000,1582683526000,确诊 2 例 疑似 65 例,1,,66,香港,香港,,65,85,0,18,2,,21,zhangjing1,810000
540632,1582683526000,1582683526000,确诊 5 例 疑似 2 例,1,,35,福建省,福建,,88,294,0,205,1,,12,zhangjing1,350000
540613,1582683526000,1582683526000,确诊 5 例,1,,45,广西壮族自治区,广西,,112,252,0,138,2,,11,zhangjing1,450000
540608,1582683526000,1582683526000,确诊 22 例 ,1,,11,北京市,北京,,161,400,0,235,4,,4,zhangjing1,110000
540634,1582683526000,1582683526000,确诊 5 例,1,,32,江苏省,江苏,,168,631,0,463,0,,13,zhangjing1,320000
540624,1582683526000,1582683526000,确诊 9 例,1,,50,重庆市,重庆,,198,576,0,372,6,,8,zhangjing1,500000
540621,1582683526000,1582683526000,确诊 7 例,1,,36,江西省,江西,,214,934,0,719,1,,17,zhangjing1,360000
540627,1582683526000,1582683526000,确诊 2 例,1,,23,黑龙江省,黑龙江,,223,480,0,245,12,,22,zhangjing1,230000
540623,1582683526000,1582683526000,确诊 5 例,1,,41,河南省,河南,,229,1271,0,1023,19,参考卫健委统计口径，部分县区与地级市合并,14,zhangjing1,410000
540628,1582683526000,1582683526000,确诊 24 例,1,,43,湖南省,湖南,,233,1016,0,779,4,,6,zhangjing1,430000
540610,1582683526000,1582683526000,确诊 8 例，疑似 2 例,1,,51,四川省,四川,,236,531,0,292,3,,9,zhangjing1,510000
540617,1582683526000,1582683526000,确诊 9 例，疑似 4 例,1,,34,安徽省,安徽,,256,989,0,727,6,,7,zhangjing1,340000
540615,1582683526000,1582683526000,确诊 27 例,1,,33,浙江省,浙江,,390,1205,0,814,1,,3,zhangjing1,330000
540614,1582683526000,1582683526000,确诊 6 例， 疑似 2 例,1,,37,山东省,山东,,393,756,0,357,6,,10,zhangjing1,370000
540609,1582683526000,1582683526000,确诊 32 例，疑似 1 例，治愈 2 例,1,,44,广东省,广东,,499,1347,0,841,7,,2,zhangjing1,440000
540607,1582683526000,1582683526000,确诊 444 例，疑似病例数待确认，治愈 28 例，死亡 17 例,1,,42,湖北省,湖北,,41660,65187,0,20912,2615,,1,zhangjing1,420000
