id,createTime,modifyTime,tags,countryType,continents,provinceId,provinceName,provinceShortName,cityName,currentConfirmedCount,confirmedCount,suspectedCount,curedCount,deadCount,comment,sort,operator,locationId
287404,1582077909000,1582077909000,,1,,54,西藏自治区,西藏,,0,1,0,1,0,,0,zhaocy,540000
287389,1582077909000,1582077909000,,1,,63,青海省,青海,,3,18,0,15,0,,40,zhaocy,630000
287380,1582077909000,1582077909000,确诊 2 例,1,,67,澳门,澳门,,5,10,0,5,0,,23,zhaocy,820000
287375,1582077909000,1582077909000,确诊 1 例,1,,68,台湾,台湾,,19,22,0,2,1,,27,zhaocy,710000
287387,1582077909000,1582077909000,确诊 2 例,1,,62,甘肃省,甘肃,,27,91,0,62,2,,25,zhaocy,620000
287369,1582077909000,1582077909000,确诊 1 例,1,,64,宁夏回族自治区,宁夏,,29,71,0,42,0,,31,zhaocy,640000
287370,1582077909000,1582077909000,确诊 1 例,1,,22,吉林省,吉林,,53,90,0,36,1,,29,zhaocy,220000
287376,1582077909000,1582077909000,确诊 2 例 疑似 65 例,1,,66,香港,香港,,57,62,0,4,1,,21,zhaocy,810000
287388,1582077909000,1582077909000,确诊 2 例 ,1,,65,新疆维吾尔自治区,新疆,,61,76,0,14,1,,24,zhaocy,650000
287379,1582077909000,1582077909000,确诊 3 例,1,,21,辽宁省,辽宁,,65,121,0,55,1,,20,zhaocy,210000
287386,1582077909000,1582077909000,疑似 1 例,1,,15,内蒙古自治区,内蒙古,,66,75,0,9,0,,32,zhaocy,150000
287381,1582077909000,1582077909000,确诊 1 例,1,,14,山西省,山西,,70,131,0,61,0,,28,zhaocy,140000
287366,1582077909000,1582077909000,确诊 3 例,1,,52,贵州省,贵州,,75,146,0,69,2,,19,zhaocy,520000
287372,1582077909000,1582077909000,确诊 4 例,1,,12,天津市,天津,,77,128,0,48,3,,16,zhaocy,120000
287368,1582077909000,1582077909000,确诊 5 例，疑似 32 例,1,,46,海南省,海南,,80,163,0,79,4,,15,zhaocy,460000
287361,1582077909000,1582077909000,确诊 2 例,1,,53,云南省,云南,,116,173,0,57,0,,26,zhaocy,530000
287385,1582077909000,1582077909000,确诊 5 例 疑似 1 例,1,,61,陕西省,陕西,,153,242,0,89,0,,18,zhaocy,610000
287362,1582077909000,1582077909000,确诊 16 例，疑似 22 例,1,,31,上海市,上海,,155,333,0,177,1,,5,zhaocy,310000
287363,1582077909000,1582077909000,确诊 5 例,1,,45,广西壮族自治区,广西,,166,244,0,76,2,,11,zhaocy,450000
287383,1582077909000,1582077909000,确诊 1 例，死亡 1 例,1,,13,河北省,河北,,166,306,0,136,4,,30,zhaocy,130000
287382,1582077909000,1582077909000,确诊 5 例 疑似 2 例,1,,35,福建省,福建,,197,293,0,96,0,,12,zhaocy,350000
287358,1582077909000,1582077909000,确诊 22 例 ,1,,11,北京市,北京,,244,393,0,145,4,,4,zhaocy,110000
287374,1582077909000,1582077909000,确诊 9 例,1,,50,重庆市,重庆,,296,555,0,254,5,,8,zhaocy,500000
287364,1582077909000,1582077909000,确诊 6 例， 疑似 2 例,1,,37,山东省,山东,,326,544,0,215,3,,10,zhaocy,370000
287360,1582077909000,1582077909000,确诊 8 例，疑似 2 例,1,,51,四川省,四川,,334,514,0,177,3,,9,zhaocy,510000
287384,1582077909000,1582077909000,确诊 5 例,1,,32,江苏省,江苏,,335,631,0,296,0,,13,zhaocy,320000
287377,1582077909000,1582077909000,确诊 2 例,1,,23,黑龙江省,黑龙江,,350,470,0,108,12,,22,zhaocy,230000
287378,1582077909000,1582077909000,确诊 24 例,1,,43,湖南省,湖南,,462,1008,0,542,4,,6,zhaocy,430000
287371,1582077909000,1582077909000,确诊 7 例,1,,36,江西省,江西,,571,934,0,362,1,,17,zhaocy,360000
287367,1582077909000,1582077909000,确诊 9 例，疑似 4 例,1,,34,安徽省,安徽,,619,986,0,361,6,,7,zhaocy,340000
287365,1582077909000,1582077909000,确诊 27 例,1,,33,浙江省,浙江,,629,1173,0,544,0,,3,zhaocy,330000
287373,1582077909000,1582077909000,确诊 5 例,1,,41,河南省,河南,,691,1262,0,552,19,参考卫健委统计口径，部分县区与地级市合并,14,zhaocy,410000
287359,1582077909000,1582077909000,确诊 32 例，疑似 1 例，治愈 2 例,1,,44,广东省,广东,,755,1331,0,571,5,,2,zhaocy,440000
287357,1582077909000,1582077909000,确诊 444 例，疑似病例数待确认，治愈 28 例，死亡 17 例,1,,42,湖北省,湖北,,50633,61682,0,9128,1921,,1,zhaocy,420000
