id,createTime,modifyTime,tags,countryType,continents,provinceId,provinceName,provinceShortName,cityName,confirmedCount,suspectedCount,curedCount,deadCount,comment,sort,operator,locationId
1392,1580256888000,1580341773000,,1,,54,西藏自治区,西藏,,1,0,0,0,,0,zhuotingting,540000
30,1579663914000,1580998759000,确诊 2 例,1,,67,澳门,澳门,,10,0,1,0,,23,zyyun,820000
24,1579617167000,1581239335000,确诊 1 例,1,,68,台湾,台湾,,18,0,1,0,,27,huanshi,710000
182,1579860584000,1580955107000,,1,,63,青海省,青海,,18,0,3,0,,40,xuyt,630000
25,1579617215000,1581292642000,确诊 2 例 疑似 65 例,1,,66,香港,香港,,36,0,0,1,,21,huanshi,810000
16,1579598101000,1581298772000,确诊 1 例,1,,64,宁夏回族自治区,宁夏,,49,0,13,0,,31,zyyun,640000
38,1579774516000,1581296545000,确诊 2 例 ,1,,65,新疆维吾尔自治区,新疆,,49,0,0,0,,24,lvdong,650000
36,1579754908000,1581302119000,疑似 1 例,1,,15,内蒙古自治区,内蒙古,,58,0,5,0,,32,huanshi,150000
17,1579598339000,1581294624000,确诊 1 例,1,,22,吉林省,吉林,,80,0,12,1,,29,zyyun,220000
37,1579757757000,1581290896000,确诊 2 例,1,,62,甘肃省,甘肃,,83,0,16,2,,25,huanshi,620000
20,1579604600000,1581291509000,确诊 4 例,1,,12,天津市,天津,,91,0,4,1,,16,zyyun,120000
29,1579656427000,1581250634000,确诊 3 例,1,,21,辽宁省,辽宁,,107,0,12,0,,20,caoyang,210000
12,1579588572000,1581298217000,确诊 3 例,1,,52,贵州省,贵州,,109,0,7,1,,19,caoyang,520000
31,1579682845000,1581291361000,确诊 1 例,1,,14,山西省,山西,,119,0,25,0,,28,lvdong,140000
15,1579598057000,1581295203000,确诊 5 例，疑似 32 例,1,,46,海南省,海南,,136,0,19,3,,15,zyyun,460000
5,1579542213000,1581238316000,确诊 2 例,1,,53,云南省,云南,,141,0,18,0,,26,zhanglifeng,530000
7,1579542254000,1581299928000,确诊 5 例,1,,45,广西壮族自治区,广西,,210,0,18,1,,11,zhanglifeng,450000
35,1579745445000,1581300901000,确诊 5 例 疑似 1 例,1,,61,陕西省,陕西,,213,0,26,0,,18,zyyun,610000
33,1579705215000,1581293907000,确诊 1 例，死亡 1 例,1,,13,河北省,河北,,218,0,35,2,,30,dongyang,130000
32,1579688286000,1581296782000,确诊 5 例 疑似 2 例,1,,35,福建省,福建,,261,0,35,0,,12,dengyuguo,350000
6,1579542231000,1581298045000,确诊 16 例，疑似 22 例,1,,31,上海市,上海,,295,0,44,1,治愈数据统一归属上海公卫临床中心，部分新增治愈暂无具体分区,5,zhanglifeng,310000
26,1579621178000,1581294198000,确诊 2 例,1,,23,黑龙江省,黑龙江,,331,0,15,7,,22,huanshi,230000
2,1579542158000,1581304272000,确诊 22 例 ,1,,11,北京市,北京,,337,0,44,2,,4,zhanglifeng,110000
4,1579542193000,1581296147000,确诊 8 例，疑似 2 例,1,,51,四川省,四川,,405,0,76,1,,9,zhanglifeng,510000
8,1579542291000,1581294791000,确诊 6 例， 疑似 2 例,1,,37,山东省,山东,,459,0,63,1,,10,zhanglifeng,370000
22,1579612635000,1581292050000,确诊 9 例,1,,50,重庆市,重庆,,468,0,51,2,,8,huanshi,500000
34,1579709672000,1581298639000,确诊 5 例,1,,32,江苏省,江苏,,492,0,72,0,,13,huanshi,320000
18,1579598380000,1581297642000,确诊 7 例,1,,36,江西省,江西,,771,0,102,1,,17,zyyun,360000
14,1579598038000,1581300110000,确诊 9 例，疑似 4 例,1,,34,安徽省,安徽,,830,0,73,3,,7,zyyun,340000
27,1579623404000,1581300166000,确诊 24 例,1,,43,湖南省,湖南,,879,0,186,1,,6,huanshi,430000
21,1579607817000,1581296985000,确诊 5 例,1,,41,河南省,河南,,1073,0,169,6,参考卫健委统计口径，部分县区与地级市合并,14,huanshi,410000
10,1579546399000,1581297082000,确诊 27 例,1,,33,浙江省,浙江,,1092,0,201,0,,3,heyanan,330000
3,1579542174000,1581300530000,确诊 32 例，疑似 1 例，治愈 2 例,1,,44,广东省,广东,,1151,0,143,1,,2,zhanglifeng,440000
1,1579538652000,1581290614000,确诊 444 例，疑似病例数待确认，治愈 28 例，死亡 17 例,1,,42,湖北省,湖北,,29631,0,1795,871,,1,zhanglifeng,420000
