id,createTime,modifyTime,tags,countryType,continents,provinceId,provinceName,provinceShortName,cityName,currentConfirmedCount,confirmedCount,suspectedCount,curedCount,deadCount,comment,sort,operator,locationId,countryShortCode
731592,1583206891000,1583206891000,,1,,63,青海省,青海,,0,18,0,18,0,,40,qimengxin,630000,
731607,1583206891000,1583206891000,,1,,54,西藏自治区,西藏,,0,1,0,1,0,,0,qimengxin,540000,
731583,1583206890000,1583206890000,确诊 2 例,1,,67,澳门,澳门,,2,10,0,8,0,,23,qimengxin,820000,
731564,1583206890000,1583206890000,确诊 2 例,1,,53,云南省,云南,,3,174,0,169,2,,26,qimengxin,530000,
731590,1583206890000,1583206890000,确诊 2 例,1,,62,甘肃省,甘肃,,4,91,0,85,2,,25,qimengxin,620000,
731572,1583206890000,1583206890000,确诊 1 例,1,,64,宁夏回族自治区,宁夏,,5,74,0,69,0,,31,qimengxin,640000,
731591,1583206890000,1583206890000,确诊 2 例 ,1,,65,新疆维吾尔自治区,新疆,,6,76,0,67,3,,24,qimengxin,650000,
731573,1583206890000,1583206890000,确诊 1 例,1,,22,吉林省,吉林,,9,93,0,83,1,,29,qimengxin,220000,
731571,1583206890000,1583206890000,确诊 5 例，疑似 32 例,1,,46,海南省,海南,,12,168,0,151,5,,15,qimengxin,460000,
731584,1583206890000,1583206890000,确诊 1 例,1,,14,山西省,山西,,14,133,0,119,0,,28,qimengxin,140000,
731575,1583206890000,1583206890000,确诊 4 例,1,,12,天津市,天津,,15,136,0,118,3,,16,qimengxin,120000,
731586,1583206890000,1583206890000,确诊 1 例，死亡 1 例,1,,13,河北省,河北,,15,318,0,297,6,,30,qimengxin,130000,
731589,1583206890000,1583206890000,疑似 1 例,1,,15,内蒙古自治区,内蒙古,,20,75,0,54,1,,32,qimengxin,150000,
731582,1583206890000,1583206890000,确诊 3 例,1,,21,辽宁省,辽宁,,21,125,0,103,1,,20,qimengxin,210000,
731576,1583206890000,1583206890000,确诊 5 例,1,,41,河南省,河南,,26,1272,0,1224,22,,14,qimengxin,410000,
731578,1583206890000,1583206890000,确诊 1 例,1,,68,台湾,台湾,,28,41,0,12,1,,27,qimengxin,710000,
731588,1583206890000,1583206890000,确诊 5 例 疑似 1 例,1,,61,陕西省,陕西,,28,245,0,216,1,部分治愈或死亡病例省级卫健委未明确其市区归属，归入待明确地区。,18,qimengxin,610000,
731569,1583206890000,1583206890000,确诊 3 例,1,,52,贵州省,贵州,,30,146,0,114,2,,19,qimengxin,520000,
731585,1583206890000,1583206890000,确诊 5 例 疑似 2 例,1,,35,福建省,福建,,40,296,0,255,1,,12,qimengxin,350000,
731565,1583206890000,1583206890000,确诊 16 例，疑似 22 例,1,,31,上海市,上海,,41,338,0,294,3,部分治愈或死亡病例省级卫健委未明确其市区归属，归入待明确地区。,5,qimengxin,310000,
731566,1583206890000,1583206890000,确诊 5 例,1,,45,广西壮族自治区,广西,,48,252,0,202,2,,11,qimengxin,450000,
731579,1583206890000,1583206890000,确诊 2 例 疑似 65 例,1,,66,香港,香港,,62,100,0,36,2,,21,qimengxin,810000,
731574,1583206890000,1583206890000,确诊 7 例,1,,36,江西省,江西,,64,935,0,870,1,,17,qimengxin,360000,
731570,1583206890000,1583206890000,确诊 9 例，疑似 4 例,1,,34,安徽省,安徽,,67,990,0,917,6,,7,qimengxin,340000,
731587,1583206890000,1583206890000,确诊 5 例,1,,32,江苏省,江苏,,75,631,0,556,0,,13,qimengxin,320000,
731577,1583206890000,1583206890000,确诊 9 例,1,,50,重庆市,重庆,,101,576,0,469,6,,8,qimengxin,500000,
731580,1583206890000,1583206890000,确诊 2 例,1,,23,黑龙江省,黑龙江,,109,480,0,358,13,,22,qimengxin,230000,
731561,1583206890000,1583206890000,确诊 22 例 ,1,,11,北京市,北京,,118,414,0,288,8,北京卫健委未明确大部分治愈与死亡病例的分区归属，因此北京市下辖分区的现存确诊暂无法获取。,4,qimengxin,110000,
731581,1583206890000,1583206890000,确诊 24 例,1,,43,湖南省,湖南,,120,1018,0,894,4,,6,qimengxin,430000,
731568,1583206890000,1583206890000,确诊 27 例,1,,33,浙江省,浙江,,138,1213,0,1074,1,丽水：确诊病例含8例境外输入病例；浙江：本省累计治愈1074，外省累计治愈12；杭州：本地累计治愈158，外省累计治愈12,3,qimengxin,330000,
731563,1583206890000,1583206890000,确诊 8 例，疑似 2 例,1,,51,四川省,四川,,146,538,0,389,3,,9,qimengxin,510000,
731567,1583206890000,1583206890000,确诊 6 例， 疑似 2 例,1,,37,山东省,山东,,254,758,0,498,6,,10,qimengxin,370000,
731562,1583206890000,1583206890000,确诊 32 例，疑似 1 例，治愈 2 例,1,,44,广东省,广东,,259,1350,0,1084,7,,2,qimengxin,440000,
731560,1583206890000,1583206890000,确诊 444 例，疑似病例数待确认，治愈 28 例，死亡 17 例,1,,42,湖北省,湖北,,28216,67217,0,36167,2834,,1,qimengxin,420000,
