id,createTime,modifyTime,tags,countryType,continents,provinceId,provinceName,provinceShortName,cityName,confirmedCount,suspectedCount,curedCount,deadCount,comment,sort,operator,locationId
50453,1581480182000,1581480182000,,1,,54,西藏自治区,西藏,,1,0,0,0,,0,wangjinyuan,540000
50429,1581480182000,1581480182000,确诊 2 例,1,,67,澳门,澳门,,10,0,1,0,,23,wangjinyuan,820000
50424,1581480182000,1581480182000,确诊 1 例,1,,68,台湾,台湾,,18,0,1,0,,27,wangjinyuan,710000
50438,1581480182000,1581480182000,,1,,63,青海省,青海,,18,0,5,0,,40,wangjinyuan,630000
50425,1581480182000,1581480182000,确诊 2 例 疑似 65 例,1,,66,香港,香港,,49,0,0,1,,21,wangjinyuan,810000
50418,1581480182000,1581480182000,确诊 1 例,1,,64,宁夏回族自治区,宁夏,,58,0,22,0,,31,wangjinyuan,640000
50437,1581480182000,1581480182000,确诊 2 例 ,1,,65,新疆维吾尔自治区,新疆,,59,0,3,0,,24,wangjinyuan,650000
50435,1581480182000,1581480182000,疑似 1 例,1,,15,内蒙古自治区,内蒙古,,60,0,5,0,,32,wangjinyuan,150000
50419,1581480182000,1581480182000,确诊 1 例,1,,22,吉林省,吉林,,83,0,18,1,,29,wangjinyuan,220000
50436,1581480182000,1581480182000,确诊 2 例,1,,62,甘肃省,甘肃,,86,0,24,2,,25,wangjinyuan,620000
50421,1581480182000,1581480182000,确诊 4 例,1,,12,天津市,天津,,107,0,10,2,,16,wangjinyuan,120000
50428,1581480182000,1581480182000,确诊 3 例,1,,21,辽宁省,辽宁,,116,0,19,0,,20,wangjinyuan,210000
50430,1581480182000,1581480182000,确诊 1 例,1,,14,山西省,山西,,124,0,30,0,,28,wangjinyuan,140000
50415,1581480182000,1581480182000,确诊 3 例,1,,52,贵州省,贵州,,131,0,17,1,,19,wangjinyuan,520000
50417,1581480182000,1581480182000,确诊 5 例，疑似 32 例,1,,46,海南省,海南,,151,0,20,3,,15,wangjinyuan,460000
50410,1581480182000,1581480182000,确诊 2 例,1,,53,云南省,云南,,154,0,21,0,,26,wangjinyuan,530000
50412,1581480182000,1581480182000,确诊 5 例,1,,45,广西壮族自治区,广西,,222,0,31,1,,11,wangjinyuan,450000
50434,1581480182000,1581480182000,确诊 5 例 疑似 1 例,1,,61,陕西省,陕西,,225,0,36,0,,18,wangjinyuan,610000
50432,1581480182000,1581480182000,确诊 1 例，死亡 1 例,1,,13,河北省,河北,,251,0,49,2,,30,wangjinyuan,130000
50431,1581480182000,1581480182000,确诊 5 例 疑似 2 例,1,,35,福建省,福建,,272,0,46,0,,12,wangjinyuan,350000
50411,1581480182000,1581480182000,确诊 16 例，疑似 22 例,1,,31,上海市,上海,,306,0,53,1,,5,wangjinyuan,310000
50407,1581480182000,1581480182000,确诊 22 例 ,1,,11,北京市,北京,,352,0,56,3,,4,wangjinyuan,110000
50426,1581480182000,1581480182000,确诊 2 例,1,,23,黑龙江省,黑龙江,,378,0,28,8,,22,wangjinyuan,230000
50409,1581480182000,1581480182000,确诊 8 例，疑似 2 例,1,,51,四川省,四川,,436,0,87,1,,9,wangjinyuan,510000
50413,1581480182000,1581480182000,确诊 6 例， 疑似 2 例,1,,37,山东省,山东,,497,0,80,1,,10,wangjinyuan,370000
50423,1581480182000,1581480182000,确诊 9 例,1,,50,重庆市,重庆,,505,0,79,3,,8,wangjinyuan,500000
50433,1581480182000,1581480182000,确诊 5 例,1,,32,江苏省,江苏,,543,0,106,0,,13,wangjinyuan,320000
50420,1581480182000,1581480182000,确诊 7 例,1,,36,江西省,江西,,844,0,152,1,,17,wangjinyuan,360000
50416,1581480182000,1581480182000,确诊 9 例，疑似 4 例,1,,34,安徽省,安徽,,889,0,117,4,,7,wangjinyuan,340000
50427,1581480182000,1581480182000,确诊 24 例,1,,43,湖南省,湖南,,946,0,263,2,,6,wangjinyuan,430000
50414,1581480182000,1581480182000,确诊 27 例,1,,33,浙江省,浙江,,1131,0,279,0,,3,wangjinyuan,330000
50422,1581480182000,1581480182000,确诊 5 例,1,,41,河南省,河南,,1135,0,233,8,参考卫健委统计口径，部分县区与地级市合并,14,wangjinyuan,410000
50408,1581480182000,1581480182000,确诊 32 例，疑似 1 例，治愈 2 例,1,,44,广东省,广东,,1219,0,241,1,,2,wangjinyuan,440000
50406,1581480182000,1581480182000,确诊 444 例，疑似病例数待确认，治愈 28 例，死亡 17 例,1,,42,湖北省,湖北,,33366,0,2639,1068,,1,wangjinyuan,420000
