id,createTime,modifyTime,tags,countryType,continents,provinceId,provinceName,provinceShortName,cityName,confirmedCount,suspectedCount,curedCount,deadCount,comment,sort,operator,locationId
14030,1581390213000,1581390213000,,1,,54,西藏自治区,西藏,,1,0,0,0,,0,wangjinyuan,540000
14006,1581390213000,1581390213000,确诊 2 例,1,,67,澳门,澳门,,10,0,1,0,,23,wangjinyuan,820000
14001,1581390213000,1581390213000,确诊 1 例,1,,68,台湾,台湾,,18,0,1,0,,27,wangjinyuan,710000
14015,1581390213000,1581390213000,,1,,63,青海省,青海,,18,0,3,0,,40,wangjinyuan,630000
14002,1581390213000,1581390213000,确诊 2 例 疑似 65 例,1,,66,香港,香港,,42,0,0,1,,21,wangjinyuan,810000
13995,1581390213000,1581390213000,确诊 1 例,1,,64,宁夏回族自治区,宁夏,,53,0,14,0,,31,wangjinyuan,640000
14014,1581390213000,1581390213000,确诊 2 例 ,1,,65,新疆维吾尔自治区,新疆,,55,0,0,0,,24,wangjinyuan,650000
14012,1581390213000,1581390213000,疑似 1 例,1,,15,内蒙古自治区,内蒙古,,58,0,5,0,,32,wangjinyuan,150000
13996,1581390213000,1581390213000,确诊 1 例,1,,22,吉林省,吉林,,81,0,13,1,,29,wangjinyuan,220000
14013,1581390213000,1581390213000,确诊 2 例,1,,62,甘肃省,甘肃,,86,0,21,2,,25,wangjinyuan,620000
13998,1581390213000,1581390213000,确诊 4 例,1,,12,天津市,天津,,102,0,8,2,,16,wangjinyuan,120000
14005,1581390213000,1581390213000,确诊 3 例,1,,21,辽宁省,辽宁,,108,0,13,0,,20,wangjinyuan,210000
13992,1581390213000,1581390213000,确诊 3 例,1,,52,贵州省,贵州,,118,0,10,1,,19,wangjinyuan,520000
14007,1581390213000,1581390213000,确诊 1 例,1,,14,山西省,山西,,122,0,26,0,,28,wangjinyuan,140000
13994,1581390213000,1581390213000,确诊 5 例，疑似 32 例,1,,46,海南省,海南,,142,0,19,3,,15,wangjinyuan,460000
13987,1581390213000,1581390213000,确诊 2 例,1,,53,云南省,云南,,149,0,19,0,,26,wangjinyuan,530000
13989,1581390213000,1581390213000,确诊 5 例,1,,45,广西壮族自治区,广西,,215,0,30,1,,11,wangjinyuan,450000
14011,1581390213000,1581390213000,确诊 5 例 疑似 1 例,1,,61,陕西省,陕西,,219,0,31,0,,18,wangjinyuan,610000
14009,1581390213000,1581390213000,确诊 1 例，死亡 1 例,1,,13,河北省,河北,,239,0,41,2,,30,wangjinyuan,130000
14008,1581390213000,1581390213000,确诊 5 例 疑似 2 例,1,,35,福建省,福建,,267,0,39,0,,12,wangjinyuan,350000
13988,1581390213000,1581390213000,确诊 16 例，疑似 22 例,1,,31,上海市,上海,,302,0,48,1,治愈数据统一归属上海公卫临床中心，部分新增治愈暂无具体分区,5,wangjinyuan,310000
13984,1581390213000,1581390213000,确诊 22 例 ,1,,11,北京市,北京,,342,0,48,3,,4,wangjinyuan,110000
14003,1581390213000,1581390213000,确诊 2 例,1,,23,黑龙江省,黑龙江,,360,0,27,8,,22,wangjinyuan,230000
13986,1581390213000,1581390213000,确诊 8 例，疑似 2 例,1,,51,四川省,四川,,417,0,84,1,,9,wangjinyuan,510000
13990,1581390213000,1581390213000,确诊 6 例， 疑似 2 例,1,,37,山东省,山东,,486,0,71,1,,10,wangjinyuan,370000
14000,1581390213000,1581390213000,确诊 9 例,1,,50,重庆市,重庆,,486,0,66,2,,8,wangjinyuan,500000
14010,1581390213000,1581390213000,确诊 5 例,1,,32,江苏省,江苏,,515,0,84,0,,13,wangjinyuan,320000
13997,1581390213000,1581390213000,确诊 7 例,1,,36,江西省,江西,,804,0,127,1,,17,wangjinyuan,360000
13993,1581390213000,1581390213000,确诊 9 例，疑似 4 例,1,,34,安徽省,安徽,,860,0,88,4,,7,wangjinyuan,340000
14004,1581390213000,1581390213000,确诊 24 例,1,,43,湖南省,湖南,,912,0,213,1,,6,wangjinyuan,430000
13999,1581390213000,1581390213000,确诊 5 例,1,,41,河南省,河南,,1105,0,198,7,参考卫健委统计口径，部分县区与地级市合并,14,wangjinyuan,410000
13991,1581390213000,1581390213000,确诊 27 例,1,,33,浙江省,浙江,,1117,0,250,0,,3,wangjinyuan,330000
13985,1581390213000,1581390213000,确诊 32 例，疑似 1 例，治愈 2 例,1,,44,广东省,广东,,1177,0,189,1,,2,wangjinyuan,440000
13983,1581390213000,1581390213000,确诊 444 例，疑似病例数待确认，治愈 28 例，死亡 17 例,1,,42,湖北省,湖北,,31728,0,2222,974,,1,wangjinyuan,420000
