id,createTime,modifyTime,tags,countryType,continents,provinceId,provinceName,provinceShortName,cityName,confirmedCount,suspectedCount,curedCount,deadCount,comment,sort,operator,locationId
2980,1580576608000,1580631460000,,1,,999,待明确地区,待明确地区,,0,19543,0,0,,0,,0
1392,1580256888000,1580341773000,,1,,54,西藏自治区,西藏,,1,0,0,0,,0,zhuotingting,540000
30,1579663914000,1580617150000,确诊 2 例,1,,67,澳门,澳门,,8,0,0,0,,23,zyyun,820000
24,1579617167000,1580475589000,确诊 1 例,1,,68,台湾,台湾,,10,0,0,0,,27,huanshi,710000
182,1579860584000,1580697551000,,1,,63,青海省,青海,,13,0,0,0,,40,xuyt,630000
25,1579617215000,1580687489000,确诊 2 例 疑似 65 例,1,,66,香港,香港,,15,0,0,0,,21,huanshi,810000
38,1579774516000,1580692081000,确诊 2 例 ,1,,65,新疆维吾尔自治区,新疆,,24,0,0,0,,24,lvdong,650000
16,1579598101000,1580696829000,确诊 1 例,1,,64,宁夏回族自治区,宁夏,,31,0,0,0,,31,zyyun,640000
17,1579598339000,1580690485000,确诊 1 例,1,,22,吉林省,吉林,,31,0,1,0,,29,zyyun,220000
36,1579754908000,1580698377000,疑似 1 例,1,,15,内蒙古自治区,内蒙古,,34,0,1,0,,32,huanshi,150000
12,1579588572000,1580691509000,确诊 3 例,1,,52,贵州省,贵州,,46,0,2,0,,19,caoyang,520000
20,1579604600000,1580636094000,确诊 4 例,1,,12,天津市,天津,,48,0,1,0,待明确地区 : 治愈 1,16,zyyun,120000
37,1579757757000,1580686384000,确诊 2 例,1,,62,甘肃省,甘肃,,51,0,3,0,,25,huanshi,620000
31,1579682845000,1580685724000,确诊 1 例,1,,14,山西省,山西,,66,0,3,0,,28,lvdong,140000
29,1579656427000,1580655716000,确诊 3 例,1,,21,辽宁省,辽宁,,70,0,1,0,,20,caoyang,210000
15,1579598057000,1580697583000,确诊 5 例，疑似 32 例,1,,46,海南省,海南,,71,0,4,1,,15,zyyun,460000
5,1579542213000,1580640502000,确诊 2 例,1,,53,云南省,云南,,105,0,3,0,,26,zhanglifeng,530000
33,1579705215000,1580689215000,确诊 1 例，死亡 1 例,1,,13,河北省,河北,,113,0,3,1,,30,dongyang,130000
26,1579621178000,1580694095000,确诊 2 例,1,,23,黑龙江省,黑龙江,,118,0,2,2,,22,huanshi,230000
7,1579542254000,1580688770000,确诊 5 例,1,,45,广西壮族自治区,广西,,127,0,2,0,,11,zhanglifeng,450000
35,1579745445000,1580697020000,确诊 5 例 疑似 1 例,1,,61,陕西省,陕西,,128,0,0,0,,18,zyyun,610000
32,1579688286000,1580614803000,确诊 5 例 疑似 2 例,1,,35,福建省,福建,,159,0,0,0,,12,dengyuguo,350000
2,1579542158000,1580632335000,确诊 22 例 ,1,,11,北京市,北京,,191,0,9,1,待明确地区：死亡 1，治愈 5,4,zhanglifeng,110000
6,1579542231000,1580688090000,确诊 16 例，疑似 22 例,1,,31,上海市,上海,,193,0,10,1,治愈数据统一归属上海市公卫临床中心，暂无具体分区,5,zhanglifeng,310000
8,1579542291000,1580692344000,确诊 6 例， 疑似 2 例,1,,37,山东省,山东,,246,0,6,0,,10,zhanglifeng,370000
4,1579542193000,1580691718000,确诊 8 例，疑似 2 例,1,,51,四川省,四川,,254,0,12,1,待明确地区：治愈 1,9,zhanglifeng,510000
34,1579709672000,1580691509000,确诊 5 例,1,,32,江苏省,江苏,,271,0,7,0,,13,huanshi,320000
22,1579612635000,1580686218000,确诊 9 例,1,,50,重庆市,重庆,,300,0,7,2,,8,huanshi,500000
18,1579598380000,1580693481000,确诊 7 例,1,,36,江西省,江西,,391,0,18,0,,17,zyyun,360000
14,1579598038000,1580690695000,确诊 9 例，疑似 4 例,1,,34,安徽省,安徽,,408,0,7,0,,7,zyyun,340000
27,1579623404000,1580693431000,确诊 24 例,1,,43,湖南省,湖南,,521,0,16,0,,6,huanshi,430000
21,1579607817000,1580691355000,确诊 5 例,1,,41,河南省,河南,,566,0,14,2,待明确地区：治愈 6,14,huanshi,410000
3,1579542174000,1580693431000,确诊 32 例，疑似 1 例，治愈 2 例,1,,44,广东省,广东,,683,0,15,0,,2,zhanglifeng,440000
10,1579546399000,1580693346000,确诊 27 例,1,,33,浙江省,浙江,,724,0,36,0,,3,heyanan,330000
1,1579538652000,1580688140000,确诊 444 例，疑似病例数待确认，治愈 28 例，死亡 17 例,1,,42,湖北省,湖北,,11177,0,295,350,待明确地区：治愈 1,1,zhanglifeng,420000
