id,createTime,modifyTime,tags,countryType,continents,provinceId,provinceName,provinceShortName,cityName,currentConfirmedCount,confirmedCount,suspectedCount,curedCount,deadCount,comment,sort,operator,locationId
117038,1581650062000,1581650062000,,1,,54,西藏自治区,西藏,,0,1,0,1,0,,0,liyilin,540000
117014,1581650062000,1581650062000,确诊 2 例,1,,67,澳门,澳门,,7,10,0,3,0,,23,liyilin,820000
117023,1581650062000,1581650062000,,1,,63,青海省,青海,,7,18,0,11,0,,40,liyilin,630000
117009,1581650062000,1581650062000,确诊 1 例,1,,68,台湾,台湾,,16,18,0,2,0,,27,liyilin,710000
117003,1581650062000,1581650062000,确诊 1 例,1,,64,宁夏回族自治区,宁夏,,43,67,0,24,0,,31,liyilin,640000
117021,1581650062000,1581650062000,确诊 2 例,1,,62,甘肃省,甘肃,,49,90,0,39,2,,25,liyilin,620000
117010,1581650062000,1581650062000,确诊 2 例 疑似 65 例,1,,66,香港,香港,,51,53,0,1,1,,21,liyilin,810000
117022,1581650062000,1581650062000,确诊 2 例 ,1,,65,新疆维吾尔自治区,新疆,,58,65,0,6,1,,24,liyilin,650000
117020,1581650062000,1581650062000,疑似 1 例,1,,15,内蒙古自治区,内蒙古,,59,65,0,6,0,,32,liyilin,150000
117004,1581650062000,1581650062000,确诊 1 例,1,,22,吉林省,吉林,,60,86,0,25,1,,29,liyilin,220000
117015,1581650062000,1581650062000,确诊 1 例,1,,14,山西省,山西,,90,126,0,36,0,,28,liyilin,140000
117013,1581650062000,1581650062000,确诊 3 例,1,,21,辽宁省,辽宁,,92,117,0,24,1,,20,liyilin,210000
117006,1581650062000,1581650062000,确诊 4 例,1,,12,天津市,天津,,95,119,0,21,3,,16,liyilin,120000
117000,1581650062000,1581650062000,确诊 3 例,1,,52,贵州省,贵州,,111,140,0,28,1,,19,liyilin,520000
117002,1581650062000,1581650062000,确诊 5 例，疑似 32 例,1,,46,海南省,海南,,124,158,0,30,4,,15,liyilin,460000
116995,1581650062000,1581650062000,确诊 2 例,1,,53,云南省,云南,,135,162,0,27,0,,26,liyilin,530000
117019,1581650062000,1581650062000,确诊 5 例 疑似 1 例,1,,61,陕西省,陕西,,181,230,0,49,0,,18,liyilin,610000
116997,1581650062000,1581650062000,确诊 5 例,1,,45,广西壮族自治区,广西,,189,226,0,35,2,,11,liyilin,450000
117017,1581650062000,1581650062000,确诊 1 例，死亡 1 例,1,,13,河北省,河北,,210,283,0,70,3,,30,liyilin,130000
117016,1581650062000,1581650062000,确诊 5 例 疑似 2 例,1,,35,福建省,福建,,222,281,0,59,0,,12,liyilin,350000
116996,1581650062000,1581650062000,确诊 16 例，疑似 22 例,1,,31,上海市,上海,,255,318,0,62,1,待明确地区治愈4例，治愈数据统一归属上海市公卫临床中心，暂无具体分区,5,liyilin,310000
116992,1581650062000,1581650062000,确诊 22 例 ,1,,11,北京市,北京,,294,366,0,69,3,,4,liyilin,110000
116994,1581650062000,1581650062000,确诊 8 例，疑似 2 例,1,,51,四川省,四川,,357,463,0,105,1,,9,liyilin,510000
117011,1581650062000,1581650062000,确诊 2 例,1,,23,黑龙江省,黑龙江,,370,418,0,37,11,,22,liyilin,230000
117008,1581650062000,1581650062000,确诊 9 例,1,,50,重庆市,重庆,,397,529,0,128,4,,8,liyilin,500000
116998,1581650062000,1581650062000,确诊 6 例， 疑似 2 例,1,,37,山东省,山东,,406,519,0,111,2,,10,liyilin,370000
117018,1581650062000,1581650062000,确诊 5 例,1,,32,江苏省,江苏,,452,593,0,141,0,,13,liyilin,320000
117012,1581650062000,1581650062000,确诊 24 例,1,,43,湖南省,湖南,,634,988,0,352,2,,6,liyilin,430000
117005,1581650062000,1581650062000,确诊 7 例,1,,36,江西省,江西,,712,900,0,187,1,,17,liyilin,360000
117001,1581650062000,1581650062000,确诊 9 例，疑似 4 例,1,,34,安徽省,安徽,,762,934,0,166,6,,7,liyilin,340000
116999,1581650062000,1581650062000,确诊 27 例,1,,33,浙江省,浙江,,788,1155,0,367,0,,3,liyilin,330000
117007,1581650062000,1581650062000,确诊 5 例,1,,41,河南省,河南,,857,1184,0,316,11,参考卫健委统计口径，部分县区与地级市合并,14,liyilin,410000
116993,1581650062000,1581650062000,确诊 32 例，疑似 1 例，治愈 2 例,1,,44,广东省,广东,,925,1261,0,334,2,,2,liyilin,440000
116991,1581650062000,1581650062000,确诊 444 例，疑似病例数待确认，治愈 28 例，死亡 17 例,1,,42,湖北省,湖北,,46537,51986,0,4131,1318,,1,liyilin,420000
